cfg,id,providers_jsd,providers_decision,Delta_norm,Delta_decision,n_frag
baseline_sample,Q0119,0.010773974710291945,ok,3.2749223973765775,ok,5
baseline_sample,Q0076,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0135,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0071,0.013238872075627291,ok,15619999999.999998,alert,5
baseline_sample,Q0098,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0107,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0097,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0134,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0133,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0164,,no_data,15.8747199372533,alert,0
baseline_sample,Q0063,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0103,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0179,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0110,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0079,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0151,,no_data,15.8747199372533,alert,0
baseline_sample,Q0117,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0067,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0085,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0173,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0160,0.013238872075627291,ok,2.6670314858571063,ok,5
baseline_sample,Q0101,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0084,0.13729441859646566,alert,7.701405250186287,alert,4
baseline_sample,Q0126,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0124,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0083,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0137,6.586491868035738e-05,ok,15619999999.999998,alert,6
baseline_sample,Q0116,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0120,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0099,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0121,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0095,6.586491868035738e-05,ok,7209999999.999999,alert,6
baseline_sample,Q0128,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0100,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0127,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0111,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0102,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0113,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0082,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0141,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0087,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0131,0.13729441859646566,alert,7.701405250186287,alert,4
baseline_sample,Q0139,6.586491868035738e-05,ok,15619999999.999998,alert,6
baseline_sample,Q0062,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0068,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0169,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0159,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0122,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0069,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0129,,no_data,15.8747199372533,alert,0
baseline_sample,Q0112,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0158,6.586491868035738e-05,ok,0.5876026151835669,ok,6
baseline_sample,Q0143,6.586491868035738e-05,ok,0.5876026151835669,ok,6
